Date,User_ID,Location,Text
2020-03-1,sir_cas,"Dublin, Berlin, Oseikrom","UK government is choosing economy over health of its people. Opening almost everything when experts are warning second wave of Covid-19 on its way. I hope not!
#Coronavirus #COVID__19"
2020-03-1,AndrewHavis,"London and Hertfordshire, UK",I guess this means that Hertfordshire has recorded no new COVID-19 cases in the last 24 hours. This is also good news (albeit subject to the caveats that I mentioned a couple of tweets ago). #Coronavirus https://t.co/C7lnrP0cxE
2020-03-1,itvcalendar,Yorkshire & Lincolnshire,"Video: After the PM's announcement yesterday that large parts of the hospitality and tourism industry can reopen from Saturday 4th July, this morning the government published guidelines to help them do so safely #COVID19 #coronavirus https://t.co/V6EArGo0dW"
2020-03-1,roxanneevans12,NY NJ CT,#BREAKING New York New Jersey Connecticut announced a joint Tri-State COVID-19 quarantine agreement issuing a travel advisory and requiring visitors from states with high #coronavirus infection rates to quarantine for 14 days. More LIVE now @News12NJ
2020-03-1,AlArabiya_Eng,Dubai,"UAE’s airline @flydubai says it will resume some regular scheduled flights from July 7 as #Dubai eases #coronavirus lockdown and reopens its borders to foreign visitors.

#COVID19

https://t.co/G5NbXojTzP"
2020-03-2,actvuganda,"Kampala, Uganda","""The cases that were reported to @UHRCUGANDA (during #Covid19 lockdown) involved allegations of torture mostly against law enforcement &amp; security agencies"" Director Ida, UHRC

⚫150 complaints against @PoliceUg
⚫83 against UPDF (incl. LDUs)
⚫5 against prisons

#StopTortureUG"
2020-03-2,SkillPath,"Mission, KS","When was the last time you shook someone’s hand without thinking about germs and viruses? 

Daniel Rose shares the best handshake alternatives in his recent blog at https://t.co/i5SnGDRq0c

__

#handshake #business #howto #coronavirus #covid19 #tips #businesstips https://t.co/1UZwVDA0Qb"
2020-03-2,jmirpub,,New in JMIR: Virtual Management of ##Patients With #Cancer During the #COVID19 #coronavirus Pandemic: #Web-Based Questionnaire #Study https://t.co/M4vPa3QoAG https://t.co/oFFZSF98Z3
2020-03-2,LaurieMit,Oklahoma,"Husband was in #Sprouts in #Edmond this week &amp; said everyone, customers, employees, were wearing masks. 
Thank you #Sprouts !  #Oklahoma #Covid19"
2020-03-2,Djjasong,United States,"Not ONE empty seat!! Your risking lives over money, and then taking my money as a loyal customer for decades. Sad. #COVID19 #AmericanAirlines https://t.co/ByvCThZbFc"
2020-03-2,NetBaseQuid,Silicon Valley,"Our #NetBaseQuidWebinar on ""Create a Winning Strategy with Consumer and #MarketIntelligence – #COVID19 World and Beyond"" is now underway. Thanks to our own @mike_baglietto for sharing how customers are using both #NetBase and #Quid platforms for a variety of business objectives. https://t.co/pfjUbiDowZ"
2020-03-2,CHINAR_Int,"Srinagar, Jammu And Kashmir","Bashir Ahmad from Ringward, Kellar #Shopian used to do daily labour to fulfill daily needs of his family. After #COVID19 outbreak, he was unable to go out for work. After thorough assesment, we provided him livelihood support in the form of a provisional store. @MantashaBRashid https://t.co/QHznPSVp9h"
2020-03-2,BloodDonorsIn,"Mumbai, India","#Delhi
Need #Blood Type :  B-positive
At : Sir Gangaram
Blood Component : Need Plasma B+ve from #COVID19 recovered patient.
Primary Number : 8920222910
Secondary Number : 9971347979
Via: @the_3rd_man__
#BloodMatters
Powered by Twitter https://t.co/OBdEK1jekT"
2020-03-2,USWaterAlliance,"Washington, DC",@USWaterAlliance Senior Manager of Strategy and Special Projects @EmilySimo discusses how #COVID19 might lead water utility consolidation. Check out the discussion on @NPR @MorningEdition with @BurOak5. https://t.co/XVqDqNfkMU
2020-03-2,cloudAndr0id,,still looking for someone to take over my lease in Flagstaff @TheJackNAU... been searching since Mid-April #nau #housing #COVID19 https://t.co/0r5cIcNx59
2020-03-2,TheNationUS,,"Senate Democrats Have Blocked A Republican Reform Bill. Democrats felt the bill was inadequate and ""not salvageable.""  #Congress #Biden #trump #COVID19 https://t.co/M8lWFtgXkB"
2020-03-2,TruthsOverTrump,,"Trump is spending $500 million-$3 billion to paint his border wall black. Yet he will stop federal funding on 6/30 for #COVID19 test sites that save lives. This would cut funds for 7 testing sites in Texas, where #coronavirus cases hit record levels.
https://t.co/NUwlPcW2ER"
2020-03-2,PhillBiker,"Orlando, FL","@SecPompeo @realDonaldTrump Yeap, by letting #COVID19 spread freely in the #UnitedStates"
2020-03-2,EY_TMT,Global,"“Brands need to be even more careful than at the beginning of the crisis”, says @digitalstrategy in conversation with @WSJ’s @natives about how marketers are shifting gears as the #COVID19 pandemic evolves. Read now: https://t.co/IAa8cCzJuP"
2020-03-2,gulf_news,United Arab Emirates,Do I need a #COVID19 test before flying out of the #UAE? https://t.co/V5NVlBIRw8
2020-03-2,SkillPath,"Mission, KS","When was the last time you shook someone’s hand without thinking about germs and viruses? 

Daniel Rose shares the best handshake alternatives in his recent blog at https://t.co/i5SnGDRq0c

__

#handshake #business #howto #coronavirus #covid19 #tips #businesstips https://t.co/1UZwVDA0Qb"
2020-03-2,jmirpub,,New in JMIR: Virtual Management of ##Patients With #Cancer During the #COVID19 #coronavirus Pandemic: #Web-Based Questionnaire #Study https://t.co/M4vPa3QoAG https://t.co/oFFZSF98Z3
2020-03-2,TDL_Coop,,Immune Support is The Future https://t.co/rtvNKbFgcV #health #immune #coronavirus
2020-03-2,TruthsOverTrump,,"Trump is spending $500 million-$3 billion to paint his border wall black. Yet he will stop federal funding on 6/30 for #COVID19 test sites that save lives. This would cut funds for 7 testing sites in Texas, where #coronavirus cases hit record levels.
https://t.co/NUwlPcW2ER"
2020-03-2,TOURMISS,Scotland 🌎France 🌎UAE 🌎,Because of #coronavirus spread on @PGATOUR it’s probably better if the tour cancels the events it’s dangerous to maintain the tournament while pandemic still on
2020-03-2,ParentSecurity,,Big Brothers Big Sisters finding new ways to help kids during COVID-19 pandemic | #coronavirus | #kids. | #children https://t.co/DVxBLWz2gU
2020-03-2,GregoryDEvans,United States,Big Brothers Big Sisters finding new ways to help kids during COVID-19 pandemic | #coronavirus | #kids. | #children https://t.co/Se7GSYhGra
2020-03-2,emanuelmaringer,Bruxelles,"#Coronavirus: Commission @EUinmyRegion supports EU neighbouring countries by making rules on cross-border programmes and projects more flexible
#CRII #covid19 #interreg 
@enicbc #enicbc #externalborders https://t.co/BX9gKgLljj"
2020-03-2,Colliemum3,"England, United Kingdom","“We will not apologize for being an island of safety in a sea of uncertainty and death.”
Citing ""unlawful threats"" to its #sovereignty, Cheyenne River Sioux Tribe is suing Trump administration over #Coronavirus checkpoints on reservation. #COVID19 #Indigenous https://t.co/CVBivO7iI2"
2020-03-2,Shahidlived,Heart And Mind,"#Napali owner owned #Patanjali’s mislead  Indian government on #Coronil approval application which did not mention #CoronaVirus, Licence officer.
https://t.co/eSPVtTDGMq"
2020-03-2,parvinfarazmand,Canada,"#Iran: #Coronavirus Update, Over 60,700 Deaths, June 24, 2020, 6:00 PM CEST - NCRI https://t.co/nwKAhgPFSX #Iran #IranRegimeChange #FreePoliticalPrisoners #FreeIran2020 @SecPompeo @mbachelet @JavaidRehman @antonioguterres @JosepBorrellF @OANN @AlArabiya_Eng @AlainPersian"
2020-03-2,ishinobu_actual,Oregon (US),IMF estimates covid-19 response has cost $12 trillion; global economy will shrink 4.9% this year. Saudi Arabia cancels the Hajj pilgrimage the day after announcing a $4 tourism stimulus program. The daily world report: https://t.co/A7uPNsYZ49 #coronavirus https://t.co/kmFN0pFxBO
2020-03-2,BNF75,France,"Rising concerns about a surge in #coronavirus infections sent global equities lower on Wednesday and pushed investors into perceived safe havens such as #GOLD, which hovered near its highest level in eight years.
https://t.co/eV4AxunzqV"
2020-03-2,HairStartNEA,"Manchester, NH & Wakefield, MA","Something silly we saw featuring #PresidentTrump #TrumpsHair #coronavirus #COVID19 ...
https://t.co/MyJgepjNnW"
2020-03-2,sir_cas,"Dublin, Berlin, Oseikrom","UK government is choosing economy over health of its people. Opening almost everything when experts are warning second wave of Covid-19 on its way. I hope not!
#Coronavirus #COVID__19"
2020-03-3,getoffmefool,"Colorado, USA","@jaxinn These people should be DENIED healthcare for #COVID19 
Seriously, fuck these people. We will never be done with this pandemic with this kind of bullshit."
2020-03-3,hardwellbreda,BREDA,The Dutch government announced that festivals will be allowed again 🥳 #COVID19
2020-03-3,unusualOA,United States,"Date : 06/24/2020
Time :  01:13 PM
Ticker : $FXA
Exp :  07/17/20
Strike :68
Spot : 68.73
Contracts : 590 @ 0.70
Premium : $41K
Type : SWEEP
 #trading #inversion  #Nasdaq
#COVID19 #stocks #Fed $ROKU $AMZN $APPLE $SQ $SPY"
2020-03-3,Manoj_9966,"New Delhi, India","More bad days to come. I don't see any change in government actions or change in ppl mindsets

#People #India #COVID19
#Crises
https://t.co/Cj5samHZP0"
2020-03-3,SAStrongMD,"Omaha, NE","#UNMCPsychGR
@DrJRMarcelin

Current #COVID19 racial disparities are similar to the 1918 pandemic despite the advances in medicine over the years &amp; at the expense of studies such as:

“Tuskegee Study of Untreated Syphilis in the Negro Male.” Funded by US Public Health Services https://t.co/ZlnHzxfdD4"
2020-03-3,CDCgov,"Atlanta, GA",Spread of the virus that causes #COVID19 during and after a college spring break trip to Mexico led to an outbreak that resulted in 64 confirmed cases. Learn how a university and public health department worked together to control the outbreak in @CDCMMWR: https://t.co/aRDudX93Dz https://t.co/vvBbqdfLBp
2020-03-3,ResidentsCorner,worldwide,"1/6:Spain/Espagne : Parliament:23 jun:
Caught in a lie! ¿Qué tal el cuentico?
Moment mensonger! 

the ultra right wing PP keeps blaming vice pres. Iglesias for 6,000+ care home pensioners dying from #Covid19. Yet in a recent interview they claimed that ""from 19 march they 
 F👇E https://t.co/Um6BY0Ge9g"
2020-03-3,PeterPlusBog,Belgium,#veiligheidsraad #vtm  @vanranstmarc #COVID19 Why we should NOT wear masks https://t.co/UnLNLkNg9m
2020-03-3,himmi100,"Lucknow, India","HRD Ministry asks NCERT to prepare supplementary or alternative academic learning material for entire curriculum for school students, especially for those without any form of digital or online access, in #COVID19 times"
2020-03-3,wired4story,"Frenchtown, NJ",@Limeylizzie @NYGovCuomo August is #COVID19 years away. Everything could change by then. Hang in there!
2020-03-3,PVan1016,Arizona,"Instead of bulletproof vests &amp; security details, our local public health officials deserve the protection of those who appointed them, &amp; of those they serve,"" says @PHIdotorg. Share the full statement &amp; take action: https://t.co/rfwmfQ05HJ #COVID19"
2020-03-3,BICUNC,North Carolina,"A2: Reason for #COVID19 disparities among #Latinos: “Housing, the environment, access to health, access to healthy food, employment opportunities, and also language, immigration and racism and discrimination."" https://t.co/LdCC95NT67 #WorldViewChats #Latinx #NorthCarolina"
2020-03-3,actvuganda,"Kampala, Uganda","""The cases that were reported to @UHRCUGANDA (during #Covid19 lockdown) involved allegations of torture mostly against law enforcement &amp; security agencies"" Director Ida, UHRC

⚫150 complaints against @PoliceUg
⚫83 against UPDF (incl. LDUs)
⚫5 against prisons

#StopTortureUG"
2020-03-3,SkillPath,"Mission, KS","When was the last time you shook someone’s hand without thinking about germs and viruses? 

Daniel Rose shares the best handshake alternatives in his recent blog at https://t.co/i5SnGDRq0c

__

#handshake #business #howto #coronavirus #covid19 #tips #businesstips https://t.co/1UZwVDA0Qb"
2020-03-3,jmirpub,,New in JMIR: Virtual Management of ##Patients With #Cancer During the #COVID19 #coronavirus Pandemic: #Web-Based Questionnaire #Study https://t.co/M4vPa3QoAG https://t.co/oFFZSF98Z3
2020-03-3,mkhighliner,"Buckinghamshire, England",The latest Lee Underwood Daily! https://t.co/3bblGQfLcn #coronavirus #covid19
2020-03-3,BeckyIB,"Tennessee, USA","#Coronavirus pandemic has many rethinking road trips— why protect yourself and others this long to run smack dab into the contagion? Public restrooms?!? 

Now #VirtualAttractions are a very good thing. Thread👇🏻 https://t.co/RlPGqRh5nE"
2020-03-3,TheHansIndiaWeb,Hyderabad,Stay fit at home without going to gym! #Coronavirus #StayatHome #Homeworkouts https://t.co/S2Nrom0YhG
2020-03-3,TylerNe37787763,,@TALLON411 @realDonaldTrump Hi. Will COVID-19 destroy our economy? Could this all lead us to the digital age of a cashless society? Did you know the Bible foretold of this? Read this! https://t.co/wdB5SbFvA2 🏹 #coronavirus @lisaq25395227 @f_ed_b @mollymotoole @JonLemire @DariusSophie
2020-03-3,SkillPath,"Mission, KS","When was the last time you shook someone’s hand without thinking about germs and viruses? 

Daniel Rose shares the best handshake alternatives in his recent blog at https://t.co/i5SnGDRq0c

__

#handshake #business #howto #coronavirus #covid19 #tips #businesstips https://t.co/1UZwVDA0Qb"
2020-03-3,jmirpub,,New in JMIR: Virtual Management of ##Patients With #Cancer During the #COVID19 #coronavirus Pandemic: #Web-Based Questionnaire #Study https://t.co/M4vPa3QoAG https://t.co/oFFZSF98Z3
2020-03-3,TDL_Coop,,Immune Support is The Future https://t.co/rtvNKbFgcV #health #immune #coronavirus
2020-03-3,TruthsOverTrump,,"Trump is spending $500 million-$3 billion to paint his border wall black. Yet he will stop federal funding on 6/30 for #COVID19 test sites that save lives. This would cut funds for 7 testing sites in Texas, where #coronavirus cases hit record levels.
https://t.co/NUwlPcW2ER"
2020-03-3,TOURMISS,Scotland 🌎France 🌎UAE 🌎,Because of #coronavirus spread on @PGATOUR it’s probably better if the tour cancels the events it’s dangerous to maintain the tournament while pandemic still on
2020-03-3,ParentSecurity,,Big Brothers Big Sisters finding new ways to help kids during COVID-19 pandemic | #coronavirus | #kids. | #children https://t.co/DVxBLWz2gU
2020-03-3,GregoryDEvans,United States,Big Brothers Big Sisters finding new ways to help kids during COVID-19 pandemic | #coronavirus | #kids. | #children https://t.co/Se7GSYhGra
2020-03-3,emanuelmaringer,Bruxelles,"#Coronavirus: Commission @EUinmyRegion supports EU neighbouring countries by making rules on cross-border programmes and projects more flexible
#CRII #covid19 #interreg 
@enicbc #enicbc #externalborders https://t.co/BX9gKgLljj"
2020-03-3,Colliemum3,"England, United Kingdom","“We will not apologize for being an island of safety in a sea of uncertainty and death.”
Citing ""unlawful threats"" to its #sovereignty, Cheyenne River Sioux Tribe is suing Trump administration over #Coronavirus checkpoints on reservation. #COVID19 #Indigenous https://t.co/CVBivO7iI2"
2020-03-3,Shahidlived,Heart And Mind,"#Napali owner owned #Patanjali’s mislead  Indian government on #Coronil approval application which did not mention #CoronaVirus, Licence officer.
https://t.co/eSPVtTDGMq"
2020-03-3,parvinfarazmand,Canada,"#Iran: #Coronavirus Update, Over 60,700 Deaths, June 24, 2020, 6:00 PM CEST - NCRI https://t.co/nwKAhgPFSX #Iran #IranRegimeChange #FreePoliticalPrisoners #FreeIran2020 @SecPompeo @mbachelet @JavaidRehman @antonioguterres @JosepBorrellF @OANN @AlArabiya_Eng @AlainPersian"
2020-03-4,dhrupadiimagine,India,"Free hands to Landlordists!!
Immediately reinstate the retrenched employees.
#ReinstateJournalist 
#NoToLayOff
#COVID19 

@PMOIndia @PTI_News @pressfreedom @JournoResource @OfficeofUT @MamataOfficial 
https://t.co/eRyv4WdTpE"
2020-03-4,draculasspatula,,"And proper #PPE &amp; #HazardPay 
#ProtectAllWorkers #COVID19 
#JoeBidenForPresident2020 https://t.co/k7dFwk7CWb"
2020-03-4,Whoyagottatweet,,"@christian75back @JulianSunny79 @redpillmonster @stewpotdudders There's no #COVID19, 
it's psyop by falsely attributing it to other illnesses &amp; see if people obey house arrest to depleat wealth of working class &amp; justify measures that kill off people targeting most vulnerable first!

Killing by stealth to prevent greater uprising at 1 time!"
2020-03-4,CiIiaEdron3Q,"Berlin, Qermany","@rossathome @daniellevitt22 @TheWarOnYou #Corona #CoronaVirus #CoronaCrisis #Covid19 #Lockdown #Restrictions #Quarantine #DeathToll #UK #Japan 

1286? That's interesting. 🤔
These are the numbers that #worldometer is currently stating for the UK. https://t.co/8Jo1siagyc 
Can you provide a link to your source, please? https://t.co/9iPds9ax2l"
2020-03-4,AfridaRahmanAli,Mumbai,Ok so finally someone clears the air... Classic case of Tomfoolery masquerading as Ingenuity!! #Patanjali #PatanjaliProducts #PatanjaliAyurveda #Ayurvedic #CORONIL #BabaRamdev #PatanjaliAyurved #COVID19India #COVID__19 #COVID19 #IndiaFightsCOVID19 #COVIDIOTS #Coronil #CovidCure https://t.co/p98kkvcMo9
2020-03-4,JacobIs74902356,,@ForBiden2020 @realDonaldTrump Hi. Will COVID-19 destroy our economy? Will this all bring us to a cashless society? Did you know the Bible prophesied of this? View this! https://t.co/9iDqTTddVr 🌊 #covid19 @DanielNewman @Sheklen @NextGenAmerica @TheDemocrats @TomCottonAR
2020-03-4,THigginsRN,New York ,Just based on the comments up to this point (51minutes after @DrEricDing shared this tweet; I have no doubt the country and my state: NY are still not fully grasping the magnitude of a novel virus; or Pandemic. #Publichealth #PoliticalRNs #COVID19 https://t.co/EhNF9E0GVi
2020-03-4,thatsPankhuri,,"@wheres_kira If #Avengers were real they would be fighting against #COVID19. I have written a #blog on this 
“Avengers-the Corona Warriors Version” In it I have made the #CoronaWarriors as #superheroes.
Please read the blog the link is 
https://t.co/ayaM3QjDdv"
2020-03-4,LA_CV_data,"Louisiana, USA","🦠 Louisiana Coronavirus Data Update: 6/24/20 📉

Update 2/
Statistics

7-day rolling average is now 787 (it had been below 600 from April 16 to June 18)

#Louisiana #NewOrleans #Coronavirus #covid19 #LouisianaCoronavirusData https://t.co/J4siBqMtC0"
2020-03-4,twbsummers,"Denver, CO","Want to time travel so bad that I read a date with 2020 in it just now and said, ""oh, that's next year."" God I hate the pandemic. #ihateithere #2020sucks #CoronavirusPandemic #COVID19"
2020-03-4,NRPRGroup,Los Angeles // San Francisco ,"The latest NRPR newsletter is out with news from @paige_ai,  @sendgiftsuite, #CEO @sangitaverma, and more. Read full newsletter here: https://t.co/4Pk56TdoAA #digitalpathology #COVID19 #marketing #PRagency #leadership https://t.co/bC3GQMXXkC"
2020-03-4,diverdown48,Orlando Florida,"Florida visitors told to quarantine by New York, New Jersey, Connecticut https://t.co/IPjjQYoxae #It #JoeBiden #VoteBlue #resist #America #USA #COVID19 #Democrats #VFW #DAV #Unions #NotMyPresident #VoteByMail #BlueMAGA  #SeaOfBlue #IBEW #Teamsters #UAW #CrookedDonald #RacistTrump"
2020-03-4,UFDentistry,"Gainesville, Florida","A 'thank you' video from our @UF DMD Class of 2023 to faculty &amp; staff who worked so hard to transition learning online during #COVID19. 
""We acknowledge how lucky we are during this time of COVID-19 and so the least we could do was express our gratitude."" https://t.co/DK9SDOSOsC"
2020-03-4,DanelleFaust,,"In Forbes, Accenture's Alan McIntyre argues that #COVID19 has shown bankers the traditional way of doing things must change. https://t.co/9Zt3Kgla3Y"
2020-03-4,citizenmick,,What @realDonaldTrump didn’t need was massive surges in #COVID19 cases and another bout of police brutality on protestors. But that’s what he got.
2020-03-4,ASchneider_HPM,"Houston, Texas",Gov. Greg Abbott Recommends Texans Stay Home As #Coronavirus Cases Surge https://t.co/kBn5PajB8a
2020-03-4,Trollvibesz,"Hyderabad, India","10 thousand cases.🤐🤕
#covid_19
#Corona 
. 
. 
. 
. 
. 
. 
#trolls 
#Troll_vibes_official 
#coronavirus 
#telangana https://t.co/A8FFwJ8JDO"
2020-03-4,CiIiaEdron3Q,"Berlin, Qermany","@rossathome @daniellevitt22 @TheWarOnYou #Corona #CoronaVirus #CoronaCrisis #Covid19 #Lockdown #Restrictions #Quarantine #DeathToll #UK #Japan 

1286? That's interesting. 🤔
These are the numbers that #worldometer is currently stating for the UK. https://t.co/8Jo1siagyc 
Can you provide a link to your source, please? https://t.co/9iPds9ax2l"
2020-03-4,LA_CV_data,"Louisiana, USA","🦠 Louisiana Coronavirus Data Update: 6/24/20 📉

Update 2/
Statistics

7-day rolling average is now 787 (it had been below 600 from April 16 to June 18)

#Louisiana #NewOrleans #Coronavirus #covid19 #LouisianaCoronavirusData https://t.co/J4siBqMtC0"
2020-03-4,KimKalunian,,"""I want to have a really serious conversation with the people of Rhode Island,"" says Raimondo. ""I do see signs that we're all getting complacent.""

She warns that we could end up like other states if we stop following #coronavirus guidelines."
2020-03-4,Jerusalem_Post,Israel,"Canadian singer-songwriter @DaveCarroll debuted his #coronavirus-reflective song 'When the World Stops Ending' at this week’s @OurCrowd online innovation conference.

https://t.co/4k6QpDWuSQ"
2020-03-4,BeckyIB,"Tennessee, USA","#Coronavirus pandemic has many rethinking road trips— why protect yourself and others this long to run smack dab into the contagion? Public restrooms?!? 

Now #VirtualAttractions are a very good thing. Thread👇🏻 https://t.co/RlPGqRh5nE"
2020-03-4,TheHansIndiaWeb,Hyderabad,Stay fit at home without going to gym! #Coronavirus #StayatHome #Homeworkouts https://t.co/S2Nrom0YhG
2020-03-4,TylerNe37787763,,@TALLON411 @realDonaldTrump Hi. Will COVID-19 destroy our economy? Could this all lead us to the digital age of a cashless society? Did you know the Bible foretold of this? Read this! https://t.co/wdB5SbFvA2 🏹 #coronavirus @lisaq25395227 @f_ed_b @mollymotoole @JonLemire @DariusSophie
2020-03-4,SkillPath,"Mission, KS","When was the last time you shook someone’s hand without thinking about germs and viruses? 

Daniel Rose shares the best handshake alternatives in his recent blog at https://t.co/i5SnGDRq0c

__

#handshake #business #howto #coronavirus #covid19 #tips #businesstips https://t.co/1UZwVDA0Qb"
2020-03-4,jmirpub,,New in JMIR: Virtual Management of ##Patients With #Cancer During the #COVID19 #coronavirus Pandemic: #Web-Based Questionnaire #Study https://t.co/M4vPa3QoAG https://t.co/oFFZSF98Z3
2020-03-4,TDL_Coop,,Immune Support is The Future https://t.co/rtvNKbFgcV #health #immune #coronavirus
2020-03-4,TruthsOverTrump,,"Trump is spending $500 million-$3 billion to paint his border wall black. Yet he will stop federal funding on 6/30 for #COVID19 test sites that save lives. This would cut funds for 7 testing sites in Texas, where #coronavirus cases hit record levels.
https://t.co/NUwlPcW2ER"
2020-03-4,TOURMISS,Scotland 🌎France 🌎UAE 🌎,Because of #coronavirus spread on @PGATOUR it’s probably better if the tour cancels the events it’s dangerous to maintain the tournament while pandemic still on
2020-03-4,ParentSecurity,,Big Brothers Big Sisters finding new ways to help kids during COVID-19 pandemic | #coronavirus | #kids. | #children https://t.co/DVxBLWz2gU
