Date,User_ID,Location,Text
2020-04-07,domdyer70,UK,"Tens thousands of people, no social distancing, 30 tonnes of rubbish left behind, some people even defecated in burger boxes. Boris Johnson is putting pandemic control down to the common sense of British people, makes you weep #COVID19 #bournemouthbeach https://t.co/OyYMy7t4Gh"
2020-04-07,clopys12,"North West, England",⁦@BorisJohnson⁩ and ⁦@MattHancock⁩ confusing #COVID19 messages cause havoc on U.K. beaches https://t.co/Y6ImVoEOLG
2020-04-07,k_o_r_a,London,"A 25 de Junio...
On a 25th June...
#coronavirus #covid19 #pandemia #pandemic #stats https://t.co/bNBpuv3ZKa"
2020-04-07,AlexWitzleben,Brussels,"German slaughterhouses in spotlight after virus outbreak  - They exploit a loophole in Germany's welfare system: subcontractors, supply the bulk of workforces — mostly eastern Europeans. https://t.co/TbYTGe80OF via @FT #coronavirus #COVID19 #meat #veggies #Vegan #Merkel"
2020-04-07,cppluxury,London,"Victoria’s Secret flagship store in Hong Kong shuts down permanently

https://t.co/ibHEix2NnL 

#VictoriasSecret #LBrands #shutdown #closure #permanent #HongKong #store #retail #lingerie #crisis #covid19 #coronavirus @LBrands @VictoriasSecret https://t.co/Gbw0X5lxHv"
2020-04-07,MatthijsBos6,"Overijssel, Nederland",@MinPres it can't be that #Europe battles the #virus but that #America by decree of a monkey named #Trump can pose a thread to the world. @EPinNL @Europarl_NL #coronadebat #COVID19
2020-04-07,Gil_Galinier,Boulogne,How the #Virus Won - The New York Times : excellente animation ! #COVID19  on en parle de la gestion de #Trump ?  https://t.co/mH3y2PyLx7
2020-04-07,cantwaitogo,La Creuse,"Morning @BorisJohnson you &amp; #dominiccunmings must be gagging for the weekend (well, accept for another looming disaster on #marr ) My spécial advice and Friday motivation - #stayinbedandresign #ToryCorruption and Bournemouth beach debacles are going nowhere nor are your #COVID19"
2020-04-07,vicsinghb,United Kingdom,"This &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;led to&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;This

#Covid19 https://t.co/VOJXeV3cVY"
2020-04-07,TCBarnard,United Kingdom,"Probably the easiest Where's Wally? I've ever been offered. 

The virus hasn't gone away. If you can't maintain social distancing where you are, you should be elsewhere. 

#COVID19 #coronavirus #SocialDistancing https://t.co/Z1JMVeXrZm"
2020-04-07,NoahGnisisium,United Kingdom,"@realDonaldTrump This tweet is spreading misinformation. 
@verified 
#FakeNews 
#lies
#COVID19"
2020-04-07,JeremyHowick,"Oxford, UK","Evidence-based medicine's early scepticism about masks may have led us astray. We need a more sophisticated philosophy of evidence-based medicine in the COVID-19 era and its wake.

https://t.co/hn1Ee7BxF8

#EBM #evidence #masks #covid19 #randomisedtrial https://t.co/JL52X5U1D1"
2020-04-07,LiveatOriel,Dundalk Louth Ireland ,"Trump continues to lie over  the #Covid19  virus. He issues this statement. at the end of the  day when the USA sees its single biggest day for new covid cases. Increase is over 37,000 people https://t.co/C3skzKgbDZ"
2020-04-07,thevocalchamber,"London, England","Same bat origin right? @DrButtar 
#TheMoreYouKnow #COVID19 #Covid19UK #QAnons #QAnon2020 
https://t.co/OEPxqnj6bK"
2020-04-07,OccupySchagen,Schagen The Netherlands,"#Occupy: How #COVID19 spread through the US.
It undermines the criticisms of Trump's decision to close the borders, while confirming that the delays in testing greatly contributed to the spread.

via Zero Hedge
-&gt;https://t.co/1o2onk3LXm"
2020-04-07,Ben_deVos1,Cheltenham,"Anybody else who tweets something like this will be removed from Twitter. Must be embarrassing for most Americans to have leadership like this. Thinks he's king of the world 🤢 🤮
#TrumpVirus #COVID19 #COVIDIDIOTS https://t.co/Y85NXUcdrI"
2020-04-07,fredericbiziere,"Ile-de-France, France","The #Covid19 crisis hasn't hit #chemicals as hard as other sectors, but sales are still likely to drop in 2020. Find out why in Euler Hermes' latest sector risk report. https://t.co/43s2Tlb8RD https://t.co/uHEbXEgpQt"
2020-04-07,thevocalchamber,"London, England","How long had he known? NIH &amp; NIAID since 1984 right? 
@DrButtar
 https://t.co/Ok0AEAzW45
#TheMoreYouKnow #COVID19 #Covid19UK #QAnons"
2020-04-07,cppluxury,London,"U.K. launches “Good To Go” Safety-Compliant labelled businesses

https://t.co/ewGDgAgapT 

#UK #safety #compliance #VisitEngland #VisitScotland #GoodToGo #security #protection #Covid19 #coronavirus https://t.co/wBBbBwEtfM"
2020-04-07,CEspeath,Planet Earth,"Protect your life, protect your loved ones, protect your community. #COVID19 https://t.co/AhiabWkdvB"
2020-04-07,jackzimmerman,"Paris, France","COVID-19 impacts Chinese telcos resulting in 3.7% decline in 2020 revenues; #covid19, #china, #telecom, #5G https://t.co/JrL6CtiH9f"
2020-04-07,AmpersandThe,"London, England","Listen to ""Clap For Carers &amp; NHS Staff Unsung Heroes (COVID 19) 🦠 Ep 37  podcast https://t.co/nJtLNyAZ5n #coronavirusuk #COVID19 #keyworkers #BAME #clapforNHS #clapforourcarers #ppeshortages #lockdownuk #StayAtHomeSaveLives #BorisJohnson  #WashYourHands #Covid19usa #TrumpVirus"
2020-04-07,CFlutsch,"Oxford, England","The theatre, art, dance and music are collapsing around us.....but don’t worry, Boris has a big, shiny plane....

#theatre #plane #painting #paint #COVID19 #Covid19UK #coronavirus https://t.co/hUmOT3kqqW"
2020-04-07,Colin_CWilliams,"Sheffield, England","Swedes rapidly losing trust in Covid-19 strategy, poll finds #COVID19 #Covid19   https://t.co/CCBAvRXt4r"
2020-04-07,GoodfellaMedia,"London, UK","BOXING EXCLUSIVE NEWS: Legendary boxer Roberto Duran has tested positive for COVID19. 
#boxing #mma #news #sports #sport #wrestling #legend #icon #Legendary #health #coronavirus #COVID19 #COVID_19 https://t.co/udJnkd0OxX"
2020-04-07,SlaveryExperts,London,"Alarming increase in #ChildMarriage in #Syria. Early marriage spikes due to #COVID19 in report, 'Stolen Future: War and Child Marriage' as households are driven to new depths of desperation #Conflict #ChildRights #WomensRights https://t.co/nYgaVpF6oT"
2020-04-07,docuterror,"Scotland, United Kingdom","I’ve just published a post on Coronavirus and the Homeless. It’s with video link and on my site at https://t.co/lAWH1QU2ib. You’ll find it in the Coronavirus Category.
#Coronavirus,#COVID19,#Lockdown,#Pandemic,#CareHomes,#VulnerablePeople,#Homeless https://t.co/DAlcUeIKZn"
2020-04-07,Adrewzz,Cambridgeshire.,"@dcap1986 @murray_nyc @realDonaldTrump #Covid19 is nothing like seasonal flu - I've had both.
#Covid19 is more like a serious interstitial pneumonia that scars your lungs with long-term ill health implications for those who recover.
It is also far more contagious than seasonal flu."
2020-04-07,thevocalchamber,"London, England","Coronavirus #TruthBomb thread.

Starting with @DrJudyAMikovits then @DrButtar and 2 articles from 2014 &amp; 2015. Common denominator

#WatchParty  
#TheMoreYouKnow #COVID #COVID19 #Covid19UK #Covid19isGettingCloser #QAnons #WWG1WGA 
https://t.co/PSvSTgXkXF"
2020-04-07,GhostwordsTV,"Solihull, England","BBC World Service reports the number of US citizens infected with #Covid19 may be as high as 20 million, a tenfold increase on previous estimates. Wouldn’t that mean it’s one-tenth as lethal as health officials have been claiming? #lockdown"
2020-04-07,adeymayhew_,United Kingdom,"All the good work may go down the drain. #COVID19 risk is still very real. We were warned,   “ risk all to loose all” ? https://t.co/NNEpH5Lpi8"
2020-04-07,AmpersandThe,"London, England","Listen to ""The Rise Of The Skilled Heroes Fighting Covid 19 Ep 38 "" by Ampersand The Enigma Podcast . ⚓ https://t.co/dY1qP7H2Dx  #COVID19 #Covid19UK #CoronavirusPandemic #PPE #ventilators #nightingale #selfisolating #Testing #matthancock #BorisJohnson #keyworkers #bamereport"
2020-04-07,DoozerJohnny,UK,Looks like people are starting to realise #COVID19 has been completely exaggerated! Video of my home town yesterday. #QArmy #QAnons #QanonUK #WWG1WGA https://t.co/ctYSb3B1xh
2020-04-07,Mortuarysupply,Swadlincote derbyshire uk,"Madness... if people could just see things from the funeral directors or hospitals point of view
Sorry.. what was #COVID19 ?
Second pandemic wave? 
Rediculous, thoughtless, So many lives lost. No lessons learnt 
#nafd_uk #national_saif #funeral https://t.co/NahKSggyKK"
2020-04-07,cppluxury,London,"Major incident declared as people flock to England's south coast

https://t.co/JloeUPQDJl

https://t.co/1hjJVFg2yL

#UK #UKcrisis #bournemouthbeach #Bournemouth #majorincident #Covid19 #coronavirus https://t.co/wcmkuUdeA2"
2020-04-07,AusAmbUNESCO,"Paris, Ile-de-France",Access to quality education is fundmental to building a strong and prosperous future. Great to see 🇦🇺´s support for @GPforEducation helping children in #Pakistan affected by the #COVID19 crisis #InThisTogether #EducationForAll https://t.co/KYsT9oQsD4
2020-04-07,IranIntl_En,"London, UK","The spokesperson for the Medical Science University of Hormozgan province of Iran: According to the official report, 17 patients died of #COVID19 in #Hormozgan province on Wednesday, which makes it the deadliest days for coronavirus in the province."
2020-04-07,Meisju,"Utrecht, the Netherlands","#KN95 #facemask #PPE #FFP2 - #coronavirus 
#COVID19 
Read this ! 
https://t.co/Ke3czH9B3V"
2020-04-07,curiousmalte,"London, England","Companies across the globe look for new ways to help fight #covid19. EY, #SAP and @Qualtrics collaborate to assist… https://t.co/rjZKkGCTHE"
2020-04-07,_aenetworking,London - UK,Norton Rose Fulbright launches NRF Covid Resolve platform https://t.co/RAjXUHVL7p #covid19
2020-04-07,Playtime8978,"Blackpool, England","Just like the sun yesterday a shot I took of a stunning flower in the garden. Bright, hot colours, warm and soft. It almost glows itself. #SummerHeat #photography #orange #Flowers #FlowersofSummer #heatwave #COVID19 #beauty #HowYouLikeThat #AsOne https://t.co/zHkW7NbOzN"
2020-04-07,AmpersandThe,"London, England","Listen to ""Quarantine Phone Chat With Mr J ""Social Distancing The Struggle Is Real"" Prt 2 Ep 40 👤"" by Ampersand The Enigma Podcast . ⚓ https://t.co/vgTxSC651r #QuarantineLife #QuarantineAndChill #SocialDistancing #COVID19 #selfisolating #PPE #borisjohnsonfailed #NHSheroes"
2020-04-07,JoeOfTheNorth,"Nowhere, man","Update: Most of the ""fear mongering"" about #COVID19 was real fear about a real thing"
2020-04-07,ising_jan,"Düsseldorf, Germany",Accenture releases an update to their Tech Vision 2020 report to show how #COVID19 has accelerated technology trends. Read more: https://t.co/ffqZhJ5IPT
2020-04-07,365Wrestle,"England, United Kingdom","Thank you for getting us to 200 subscribers, i really appreciate all your support!

How quickly can we get to 300?

If you haven't already, please subscribe to WrestleNews365 on YouTube. Thanks!

#WWE #Smackdown #GreatAmericanBash #ExtremeRules #COVID19  
https://t.co/jZiTEXD6Zd"
2020-04-07,EIUPerspectives,London,"How has #covid19 upended the most fundamental economic aspects of #airport operations? And how are the airports responding? We asked Mr Lyell Strambi, CEO @MelAir. Read article &gt; https://t.co/386tSpICXQ via @Westpac https://t.co/NIqWjkdgzN"
2020-04-07,princess_Tazeen,"London, England","If Criticizing against #IsraeliCrimes is #Antisemite Then defending its  brutality against #Palestinians make @Keir_Starmer""SELLOUTVERMIN""u should be ashamed Knowing Evil Zionists MasterMind #COVID19 #WarCrimes Owns💰ArmsFacist
Leaders Rules US UK want👉#NWO https://t.co/hI6ZMneVaJ https://t.co/wl6ZRbiMto"
2020-04-07,docguayaco,Urdesa Norte ,Can't believe our emergency room looks like this now. #COVID19 #NewYork #Brooklyn https://t.co/0uzcMQYjBA
2020-04-07,T_lancaster93,"England, United Kingdom","BE MINDFUL &amp; CONSIDERATE. Commercial designs in hopes to raise awareness during the Covid-19 pandemic. Stay Safe.
#COVID19 #StaySafe #NHS #lockdown https://t.co/OEorHk6KPN"
2020-04-07,CrazyPoliticUS,UK,"Another 40,000 cases in the US, but deaths in the 600s and not going up when they were in the 2000s last month? Mass underreporting of deaths in the corrupt US #coronavirus #COVID19"
2020-04-07,sherrilee7,The South,BTW Trump also had his press secretary lie on his very first day in office about the size of his inauguration crowds.  #COVID19 is #GenocideByNeglect too.  Vote them all out! https://t.co/MzjLvXxOfh
2020-04-07,ian_bill67,"England, United Kingdom","@PetrieHosken it'll be sad to see you go, only just found you due to #covid19 so there's one good outcome, who this Jason fella that sat in for you at the beginning of the week, he's not very un-biased with his political views for a bbc journo"
2020-04-07,foxyfox11,"Hereford, UK","Pressures on nature increase the risk of pandemics such as #COVID19. We must redefine our relationship with nature to protect people &amp; planet. Leaders must take action in response to this crisis

Discover more: https://t.co/SvQ7NPXVim
#4Nature4Us
@WWF"
2020-04-07,darkavenger12a,England,@davidschneider He shouldn’t have gone to #barnardcastle | #specsavers #nhs #COVID19 #Bournemouth
2020-04-07,AshleyJ77120033,"London, England","People say we are living in strange times and not sure where to turn for advice . 
It’s not strange 
You’re still better off taking advice from a horoscope then a political driven tabloid . 
#lifestyle #COVID19"
2020-04-07,faab64,France,"How quickly times changes in US.
It feels like it was years ago! 
Wonder what is his position on wearing face mask now. 
#florida #covid19 #facemask #AntiMaskers #Gaetz https://t.co/MlsFf6U1mp"
2020-04-07,darkavenger12a,England,Matt Hancock: We will close beaches if public don't social distance | #Bournemouth #nhs #SecondWave #covid19  https://t.co/3CchsZ1Z5x
2020-04-07,financialit_net,"London, UK","@TIBCO Connected Intelligence Cloud Powers Agile Tool for Safe, Responsible Return to Work
https://t.co/t3VrS1qqhm

#cloud #data #TIBCO4Good #COVID19"
2020-04-07,1spikemymusic,United Kingdom,"@piersmorgan Instead of putting all the blame on the people not responsible for #COVID19, would we not be better directing our anger at the creators of the virus? &amp; I mean creators. Or are you afraid of being called a racist?@BorisJohnson,@MattHancock, that's not who you need to be angry with"
2020-04-07,CathPeeeea,"South West, England",Genuine question: Can anyone explain to me how a #vaccine is going to work if this report is true? #COVID19...  https://t.co/BeiRk5WIUi
2020-04-07,g_gosden,United Kingdom,"“It would go a long way if your government began to show a little bit of contrition and acknowledgement of the mistakes that have been made.”
#torybrexit #COVID19 catastrophe 

 https://t.co/6kiCn7xW8b"
2020-04-07,Bananadiva1,"Liverpool, UK",Keir Starmer has proved once again in the sacking of #RebeccaLongBailey that he is just a long streak of piss. With a 'so called' leader like him we're well and truly FUCKED!! Maybe #Covid19 taking us all out is the lesser evil than more years of tory fascism!! https://t.co/ZjYb8I7IRf
2020-04-07,KPHypno,"Kendal, England",Creating Clarity &amp; Freedom for Peace of Mind   https://t.co/9GGC4IXgE5 #COVID19 #anxiety #stress #mindfulness #AddictionRecovery #addiction #ChronicPain #sanomentology #mindmediation #Executive #Entrepreneur #business #businessowners #therapy #lifetothefullest #TheNewNormal
2020-04-07,WorldCOVID19,United Kingdom,"UK. BOURNEMOUTH.    Thursday.

Crowds ordered to stay away, as thousands descend on beach

A major incident was declared in Bournemouth.

Services were left completely overstretched, resulting in anti-social behaviour, gridlocked roads and excessive waste.

#coronavirus #COVID19 https://t.co/A10zpV4YSt"
2020-04-07,Bananadiva1,"Liverpool, UK",I hope all of these selfish pricks get #Covid19! https://t.co/xuvWyi54No
2020-04-07,Parikiaki,London,"UK COVID-19 death toll from confirmed cases rises by 149 to 43,230
https://t.co/z9HHki4MAr #coronavirustests #coronavirus #UKcoronavirus #covid19 #BorisJohnson #Primeminister #covid19UK
#Covid19DeathToll https://t.co/Fmv3xDvMbI"
2020-04-07,Parikiaki,London,"UK beach town raises alarm as huge crowds ignore COVID advice and flock to the coast
https://t.co/aea3Ca23wk
#UKbeachcovid19 #UKbeach
#Coronavirus #UKcoronavirus #covid19 #Covid19UK https://t.co/0tcV1V2wGv"
2020-04-07,WaterburyHillWA,PNW,"The #Covid_19 racket: If @realDonaldTrump speaks truthーit's a hoaxーwe're blamed for deaths artificially coded #COVIDー19. If @POTUS plays a long too much, we risk a legitimacy crisis since EVERYONE knows deep down it's fake.

#Kungflu
#ChineseVirus
#Masks
#COVID19
#COVIDIOTS"
2020-04-07,WorldCOVID19,United Kingdom,"VACCINE.     Monday 18 May.

Health Secretary Matt Hancock said the deal with AstraZeneca means that, if the Oxford vaccine works, there will be 100m doses for the UK.

#coronavirus disease 2019 (COVID-19) #COVID19 https://t.co/qnn86Ny3uL"
2020-04-07,TechXLR8,"London, England",The new tech trends &amp; constraints businesses must adapt to in the aftermath of #COVID19. Join #TechXLR8Asia &amp; @ConnecTechAsia's upcoming webinar featuring @ZengaTVMedia's @shabirmomin. Register today 👉 https://t.co/vidEdpsDkA https://t.co/a5SfXoexU4
2020-04-07,Bananadiva1,"Liverpool, UK",https://t.co/RHcJ2RLxIF I'd love every one of these C*NTS to get #Covid19. It's called 'poetic justice!'
2020-04-07,malikfj,"Paris, France","New consortium to monitor #safety and #effectiveness of #COVID19 #vaccines @DSRUDrugSafety 
#Pharmacovigilance  https://t.co/EirKWelsCi"
2020-04-07,Bananadiva1,"Liverpool, UK",A SUBTLE MESSAGE TO ALL YOU TOTAL RETARDS WHO CROWDED ONTO BOURNEMOUTH BEACH ... ENJOY DYING OF #COVID19. YOU BROUGHT IT ON YOURSELVES AND I HAVE NO PITY FOR YOU. IT'S CALLED 'SURVIVAL OF THE FITTEST!' 🤣🤣🤣
2020-04-07,magicarp8,"London, England","#Good #News from where day begins: Virgin Australia will continue to fly high as its found a buyer - Bain Capital! @richardbranson's #magical airline will soar &amp; not b killed by #coronavirus

#travel #travelblogger #Covid_19 #COVID19 
#chinesevirus #VirginAustralia #MagicCarpet💫 https://t.co/a3dibWvN7N"
2020-04-07,Leadership4SDGs,The Netherlands,"@HelenClarkNZ @lhmandetta “(...) of all #Brazil’s handicaps in fighting Covid-19, #corruption - and the state’s related failures in delivering essential projects—might be the most disheartening.” #Bolsonaro #COVID19 ☹️"
2020-04-07,OhJeenieee,"Dublin,Ireland",#COVID19 How the virus won  https://t.co/VbTtyF1Srg
2020-04-07,GrantMcLellan9,"Glasgow, Scotland","So we might be able to travel to America again as early as November/December huh?. Gotta admit I'm suprised because I thought the pandemic related travel bans would last for years
#coronavirus #COVID19"
2020-04-07,group_call,"England, United Kingdom","Online prayer meetings are easy... get started on GroupCall - the prayer meeting platform
#worship #grace #godlovesyou #jesuslovesyou #jesussaves #ministry #covid19 #coronavirus https://t.co/idz5HSVMUN"
2020-04-07,TheAfricaReport,"Paris, France","#Africa and first #COVID19 #vaccine: #SouthAfrica was hit hardest in #Africa making it a good place to test the vaccine candidate, as volunteers are likely to come into contact with the virus relatively quickly, reports @whitehouse789 https://t.co/ndkJygLXN9"
2020-04-07,losingmyFOM,"South East, England",Anything nhs in this country is like a mark pf quality. By adding #nhs to this private owned app they can harvest data to sell and if it goes belly up it will be the nhs fault. Taking someone elses branding to flog their own app for profit. #COVID19  #coronavirus https://t.co/eK9xTA2CtH
2020-04-07,SOLOMYST_UTP,Mitcham,LISTEN TO YOUR BOY SOLO MYST ON SPOTIFY #SPOTIFYPLAYLIST #newmusic2020 #BLMUK #soto #COVID19 #grime #hiphop #LinkInBio #utp #trapmusic #dontleavemechallenge #champions #الحرس_الملكي #liverpoolfc #Instagram https://t.co/MSL1YvFrgm
2020-04-07,RizqProject,"Paris, France","For you to learn how deceptive a #zionist can be... a snake in the grass...

Love the commentary from MLAMLA just under the crocodile tears commentary made by the zionist who shows who he really is @YosefElijah #AndrewBridges... So on point! LOL

#COVID19
#Covid_19 
#Covid19UK https://t.co/np0nny9Xai"
2020-04-07,rod_schroetter,France,"@Prostko: 'Anyone else feel that as face shields become more common as day to day covid protection, there is finally an opportunity for @Google Glass? And augmented reality in general?
#googleglass #COVID19 #ReopeningTo… https://t.co/MRyKwUhOSU, see more https://t.co/MDDvQ5UFO0"
2020-04-07,WorldCOVID19,United Kingdom,"A novel coronavirus (CoV) is a new strain of coronavirus.
The disease caused by the novel coronavirus first identified in Wuhan, China, has been named coronavirus disease 2019 (COVID-19) – ‘CO’ stands for corona, ‘VI’ for virus, and ‘D’ for disease.   #coronavirus #COVID19 https://t.co/vhxShBiYmx"
2020-04-07,foreignproducer,London,As #Brazil registers more than #55000deaths from #COVID19 one in four of the victims is in #SaoPaulo state #pandemic
2020-04-07,1spikemymusic,United Kingdom,"@karlols27617595 @B52Malmet Instead of putting all the blame on the people not responsible for #COVID19 would we not be better directing our anger at the creators of the virus? And I mean creators. Or are you too afraid of being called a racist?

@realDonaldTrump is not the person you need to be angry with"
2020-04-07,WorldCOVID19,United Kingdom,"UK.     

149 more UK deaths of people, of those tested positive for coronavirus, announced on Thursday.

UK death toll rises by 149 to 43,230.

#coronavirus disease 2019 (COVID-19) #COVID19 https://t.co/9Glr6G4e5M"
2020-04-07,vdbDennis,The Netherlands,"""We Need Better Masks"" https://t.co/hhQNgV1Aa0

It surprises me how little seems to be done by governments to get high quality N95 masks for everyone. Not just because of #covid19 but also for protection against #AirPollution. To save countless lives

@EU_Commission @UN"
2020-04-07,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 8 https://t.co/RVZYs7vZGv"
2020-04-07,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 7 https://t.co/kBNBoGmtmQ"
2020-04-07,neBhasikoro,"Exeter, UK",#Covid19 has dragged the future into the present https://t.co/k3z5e1DjUl
2020-04-07,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 6 https://t.co/nf3K8cOJcb"
2020-04-07,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 5 https://t.co/AUXO543NJE"
2020-04-07,hillbilly_aidy,"Wilmslow, England",Come on Borris what's your excuse gonna be when a second spike hits get a grip and stop thinking of money every life counts and at the moment you are making a mockery of the British people #nocontrol @BorisJohnson @piersmorgan @SkyNews @bbc5live @FrankOnTheRadio #COVID19 https://t.co/LGUN3e0dgq
2020-04-07,losingmyFOM,"South East, England",Cant help feeling hes reaping what his party have sown! #COVID19 #coronavirus https://t.co/nZu4frV2zJ
2020-04-07,OccupySchagen,Schagen The Netherlands,"#Occupy: The possibility SARS-CoV-2 is a #Human-#Manipulated #Virus that escaped from a lab has been raised by a whole series of #Scientists.

From where ?

#Lab #Escape theory of #SARS_CoV_2 (#COVID19) #Origin gaining #Scientific support:

-&gt;https://t.co/Fy7hmK2MfG via @GMWatch"
2020-04-07,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 4 https://t.co/f8EdpNp955"
2020-04-07,justgrateful,here,"@DrDenaGrayson @livedave @VP #Ohio needs to wash its hands of #Pence   
 
@CantonRepdotcom @CityBeatCincy @Enquirer @ColumbusAlive @daytondailynews @delgazette @springfieldnews @TCPaper @The_BG_News @TheLantern @FlyerNews @TheJambar #VoteBlue #COVID19"
