Date,User_ID,Location,Text
2020-04-06,docuterror,"Scotland, United Kingdom","I’ve just published a post on Coronavirus and the Homeless. It’s with video link and on my site at https://t.co/lAWH1QU2ib. You’ll find it in the Coronavirus Category.
#Coronavirus,#COVID19,#Lockdown,#Pandemic,#CareHomes,#VulnerablePeople,#Homeless https://t.co/DAlcUeIKZn"
2020-04-06,Adrewzz,Cambridgeshire.,"@dcap1986 @murray_nyc @realDonaldTrump #Covid19 is nothing like seasonal flu - I've had both.
#Covid19 is more like a serious interstitial pneumonia that scars your lungs with long-term ill health implications for those who recover.
It is also far more contagious than seasonal flu."
2020-04-06,thevocalchamber,"London, England","Coronavirus #TruthBomb thread.

Starting with @DrJudyAMikovits then @DrButtar and 2 articles from 2014 &amp; 2015. Common denominator

#WatchParty  
#TheMoreYouKnow #COVID #COVID19 #Covid19UK #Covid19isGettingCloser #QAnons #WWG1WGA 
https://t.co/PSvSTgXkXF"
2020-04-06,GhostwordsTV,"Solihull, England","BBC World Service reports the number of US citizens infected with #Covid19 may be as high as 20 million, a tenfold increase on previous estimates. Wouldn’t that mean it’s one-tenth as lethal as health officials have been claiming? #lockdown"
2020-04-06,adeymayhew_,United Kingdom,"All the good work may go down the drain. #COVID19 risk is still very real. We were warned,   “ risk all to loose all” ? https://t.co/NNEpH5Lpi8"
2020-04-06,AmpersandThe,"London, England","Listen to ""The Rise Of The Skilled Heroes Fighting Covid 19 Ep 38 "" by Ampersand The Enigma Podcast . ⚓ https://t.co/dY1qP7H2Dx  #COVID19 #Covid19UK #CoronavirusPandemic #PPE #ventilators #nightingale #selfisolating #Testing #matthancock #BorisJohnson #keyworkers #bamereport"
2020-04-06,DoozerJohnny,UK,Looks like people are starting to realise #COVID19 has been completely exaggerated! Video of my home town yesterday. #QArmy #QAnons #QanonUK #WWG1WGA https://t.co/ctYSb3B1xh
2020-04-06,Mortuarysupply,Swadlincote derbyshire uk,"Madness... if people could just see things from the funeral directors or hospitals point of view
Sorry.. what was #COVID19 ?
Second pandemic wave? 
Rediculous, thoughtless, So many lives lost. No lessons learnt 
#nafd_uk #national_saif #funeral https://t.co/NahKSggyKK"
2020-04-06,cppluxury,London,"Major incident declared as people flock to England's south coast

https://t.co/JloeUPQDJl

https://t.co/1hjJVFg2yL

#UK #UKcrisis #bournemouthbeach #Bournemouth #majorincident #Covid19 #coronavirus https://t.co/wcmkuUdeA2"
2020-04-06,AusAmbUNESCO,"Paris, Ile-de-France",Access to quality education is fundmental to building a strong and prosperous future. Great to see 🇦🇺´s support for @GPforEducation helping children in #Pakistan affected by the #COVID19 crisis #InThisTogether #EducationForAll https://t.co/KYsT9oQsD4
2020-04-06,IranIntl_En,"London, UK","The spokesperson for the Medical Science University of Hormozgan province of Iran: According to the official report, 17 patients died of #COVID19 in #Hormozgan province on Wednesday, which makes it the deadliest days for coronavirus in the province."
2020-04-06,Meisju,"Utrecht, the Netherlands","#KN95 #facemask #PPE #FFP2 - #coronavirus 
#COVID19 
Read this ! 
https://t.co/Ke3czH9B3V"
2020-04-06,curiousmalte,"London, England","Companies across the globe look for new ways to help fight #covid19. EY, #SAP and @Qualtrics collaborate to assist… https://t.co/rjZKkGCTHE"
2020-04-06,_aenetworking,London - UK,Norton Rose Fulbright launches NRF Covid Resolve platform https://t.co/RAjXUHVL7p #covid19
2020-04-06,Playtime8978,"Blackpool, England","Just like the sun yesterday a shot I took of a stunning flower in the garden. Bright, hot colours, warm and soft. It almost glows itself. #SummerHeat #photography #orange #Flowers #FlowersofSummer #heatwave #COVID19 #beauty #HowYouLikeThat #AsOne https://t.co/zHkW7NbOzN"
2020-04-06,AmpersandThe,"London, England","Listen to ""Quarantine Phone Chat With Mr J ""Social Distancing The Struggle Is Real"" Prt 2 Ep 40 👤"" by Ampersand The Enigma Podcast . ⚓ https://t.co/vgTxSC651r #QuarantineLife #QuarantineAndChill #SocialDistancing #COVID19 #selfisolating #PPE #borisjohnsonfailed #NHSheroes"
2020-04-06,JoeOfTheNorth,"Nowhere, man","Update: Most of the ""fear mongering"" about #COVID19 was real fear about a real thing"
2020-04-06,ising_jan,"Düsseldorf, Germany",Accenture releases an update to their Tech Vision 2020 report to show how #COVID19 has accelerated technology trends. Read more: https://t.co/ffqZhJ5IPT
2020-04-06,365Wrestle,"England, United Kingdom","Thank you for getting us to 200 subscribers, i really appreciate all your support!

How quickly can we get to 300?

If you haven't already, please subscribe to WrestleNews365 on YouTube. Thanks!

#WWE #Smackdown #GreatAmericanBash #ExtremeRules #COVID19  
https://t.co/jZiTEXD6Zd"
2020-04-06,EIUPerspectives,London,"How has #covid19 upended the most fundamental economic aspects of #airport operations? And how are the airports responding? We asked Mr Lyell Strambi, CEO @MelAir. Read article &gt; https://t.co/386tSpICXQ via @Westpac https://t.co/NIqWjkdgzN"
2020-04-06,princess_Tazeen,"London, England","If Criticizing against #IsraeliCrimes is #Antisemite Then defending its  brutality against #Palestinians make @Keir_Starmer""SELLOUTVERMIN""u should be ashamed Knowing Evil Zionists MasterMind #COVID19 #WarCrimes Owns💰ArmsFacist
Leaders Rules US UK want👉#NWO https://t.co/hI6ZMneVaJ https://t.co/wl6ZRbiMto"
2020-04-06,docguayaco,Urdesa Norte ,Can't believe our emergency room looks like this now. #COVID19 #NewYork #Brooklyn https://t.co/0uzcMQYjBA
2020-04-06,T_lancaster93,"England, United Kingdom","BE MINDFUL &amp; CONSIDERATE. Commercial designs in hopes to raise awareness during the Covid-19 pandemic. Stay Safe.
#COVID19 #StaySafe #NHS #lockdown https://t.co/OEorHk6KPN"
2020-04-06,CrazyPoliticUS,UK,"Another 40,000 cases in the US, but deaths in the 600s and not going up when they were in the 2000s last month? Mass underreporting of deaths in the corrupt US #coronavirus #COVID19"
2020-04-06,sherrilee7,The South,BTW Trump also had his press secretary lie on his very first day in office about the size of his inauguration crowds.  #COVID19 is #GenocideByNeglect too.  Vote them all out! https://t.co/MzjLvXxOfh
2020-04-06,ian_bill67,"England, United Kingdom","@PetrieHosken it'll be sad to see you go, only just found you due to #covid19 so there's one good outcome, who this Jason fella that sat in for you at the beginning of the week, he's not very un-biased with his political views for a bbc journo"
2020-04-06,foxyfox11,"Hereford, UK","Pressures on nature increase the risk of pandemics such as #COVID19. We must redefine our relationship with nature to protect people &amp; planet. Leaders must take action in response to this crisis

Discover more: https://t.co/SvQ7NPXVim
#4Nature4Us
@WWF"
2020-04-06,darkavenger12a,England,@davidschneider He shouldn’t have gone to #barnardcastle | #specsavers #nhs #COVID19 #Bournemouth
2020-04-06,AshleyJ77120033,"London, England","People say we are living in strange times and not sure where to turn for advice . 
It’s not strange 
You’re still better off taking advice from a horoscope then a political driven tabloid . 
#lifestyle #COVID19"
2020-04-06,faab64,France,"How quickly times changes in US.
It feels like it was years ago! 
Wonder what is his position on wearing face mask now. 
#florida #covid19 #facemask #AntiMaskers #Gaetz https://t.co/MlsFf6U1mp"
2020-04-06,darkavenger12a,England,Matt Hancock: We will close beaches if public don't social distance | #Bournemouth #nhs #SecondWave #covid19  https://t.co/3CchsZ1Z5x
2020-04-06,financialit_net,"London, UK","@TIBCO Connected Intelligence Cloud Powers Agile Tool for Safe, Responsible Return to Work
https://t.co/t3VrS1qqhm

#cloud #data #TIBCO4Good #COVID19"
2020-04-06,1spikemymusic,United Kingdom,"@piersmorgan Instead of putting all the blame on the people not responsible for #COVID19, would we not be better directing our anger at the creators of the virus? &amp; I mean creators. Or are you afraid of being called a racist?@BorisJohnson,@MattHancock, that's not who you need to be angry with"
2020-04-06,CathPeeeea,"South West, England",Genuine question: Can anyone explain to me how a #vaccine is going to work if this report is true? #COVID19...  https://t.co/BeiRk5WIUi
2020-04-06,g_gosden,United Kingdom,"“It would go a long way if your government began to show a little bit of contrition and acknowledgement of the mistakes that have been made.”
#torybrexit #COVID19 catastrophe 

 https://t.co/6kiCn7xW8b"
2020-04-06,Bananadiva1,"Liverpool, UK",Keir Starmer has proved once again in the sacking of #RebeccaLongBailey that he is just a long streak of piss. With a 'so called' leader like him we're well and truly FUCKED!! Maybe #Covid19 taking us all out is the lesser evil than more years of tory fascism!! https://t.co/ZjYb8I7IRf
2020-04-06,KPHypno,"Kendal, England",Creating Clarity &amp; Freedom for Peace of Mind   https://t.co/9GGC4IXgE5 #COVID19 #anxiety #stress #mindfulness #AddictionRecovery #addiction #ChronicPain #sanomentology #mindmediation #Executive #Entrepreneur #business #businessowners #therapy #lifetothefullest #TheNewNormal
2020-04-06,WorldCOVID19,United Kingdom,"UK. BOURNEMOUTH.    Thursday.

Crowds ordered to stay away, as thousands descend on beach

A major incident was declared in Bournemouth.

Services were left completely overstretched, resulting in anti-social behaviour, gridlocked roads and excessive waste.

#coronavirus #COVID19 https://t.co/A10zpV4YSt"
2020-04-06,Bananadiva1,"Liverpool, UK",I hope all of these selfish pricks get #Covid19! https://t.co/xuvWyi54No
2020-04-06,Parikiaki,London,"UK COVID-19 death toll from confirmed cases rises by 149 to 43,230
https://t.co/z9HHki4MAr #coronavirustests #coronavirus #UKcoronavirus #covid19 #BorisJohnson #Primeminister #covid19UK
#Covid19DeathToll https://t.co/Fmv3xDvMbI"
2020-04-06,Parikiaki,London,"UK beach town raises alarm as huge crowds ignore COVID advice and flock to the coast
https://t.co/aea3Ca23wk
#UKbeachcovid19 #UKbeach
#Coronavirus #UKcoronavirus #covid19 #Covid19UK https://t.co/0tcV1V2wGv"
2020-04-06,WaterburyHillWA,PNW,"The #Covid_19 racket: If @realDonaldTrump speaks truthーit's a hoaxーwe're blamed for deaths artificially coded #COVIDー19. If @POTUS plays a long too much, we risk a legitimacy crisis since EVERYONE knows deep down it's fake.

#Kungflu
#ChineseVirus
#Masks
#COVID19
#COVIDIOTS"
2020-04-06,WorldCOVID19,United Kingdom,"VACCINE.     Monday 18 May.

Health Secretary Matt Hancock said the deal with AstraZeneca means that, if the Oxford vaccine works, there will be 100m doses for the UK.

#coronavirus disease 2019 (COVID-19) #COVID19 https://t.co/qnn86Ny3uL"
2020-04-06,TechXLR8,"London, England",The new tech trends &amp; constraints businesses must adapt to in the aftermath of #COVID19. Join #TechXLR8Asia &amp; @ConnecTechAsia's upcoming webinar featuring @ZengaTVMedia's @shabirmomin. Register today 👉 https://t.co/vidEdpsDkA https://t.co/a5SfXoexU4
2020-04-06,Bananadiva1,"Liverpool, UK",https://t.co/RHcJ2RLxIF I'd love every one of these C*NTS to get #Covid19. It's called 'poetic justice!'
2020-04-06,malikfj,"Paris, France","New consortium to monitor #safety and #effectiveness of #COVID19 #vaccines @DSRUDrugSafety 
#Pharmacovigilance  https://t.co/EirKWelsCi"
2020-04-06,Bananadiva1,"Liverpool, UK",A SUBTLE MESSAGE TO ALL YOU TOTAL RETARDS WHO CROWDED ONTO BOURNEMOUTH BEACH ... ENJOY DYING OF #COVID19. YOU BROUGHT IT ON YOURSELVES AND I HAVE NO PITY FOR YOU. IT'S CALLED 'SURVIVAL OF THE FITTEST!' 🤣🤣🤣
2020-04-06,magicarp8,"London, England","#Good #News from where day begins: Virgin Australia will continue to fly high as its found a buyer - Bain Capital! @richardbranson's #magical airline will soar &amp; not b killed by #coronavirus

#travel #travelblogger #Covid_19 #COVID19 
#chinesevirus #VirginAustralia #MagicCarpet💫 https://t.co/a3dibWvN7N"
2020-04-06,Leadership4SDGs,The Netherlands,"@HelenClarkNZ @lhmandetta “(...) of all #Brazil’s handicaps in fighting Covid-19, #corruption - and the state’s related failures in delivering essential projects—might be the most disheartening.” #Bolsonaro #COVID19 ☹️"
2020-04-06,OhJeenieee,"Dublin,Ireland",#COVID19 How the virus won  https://t.co/VbTtyF1Srg
2020-04-06,GrantMcLellan9,"Glasgow, Scotland","So we might be able to travel to America again as early as November/December huh?. Gotta admit I'm suprised because I thought the pandemic related travel bans would last for years
#coronavirus #COVID19"
2020-04-06,group_call,"England, United Kingdom","Online prayer meetings are easy... get started on GroupCall - the prayer meeting platform
#worship #grace #godlovesyou #jesuslovesyou #jesussaves #ministry #covid19 #coronavirus https://t.co/idz5HSVMUN"
2020-04-06,TheAfricaReport,"Paris, France","#Africa and first #COVID19 #vaccine: #SouthAfrica was hit hardest in #Africa making it a good place to test the vaccine candidate, as volunteers are likely to come into contact with the virus relatively quickly, reports @whitehouse789 https://t.co/ndkJygLXN9"
2020-04-06,losingmyFOM,"South East, England",Anything nhs in this country is like a mark pf quality. By adding #nhs to this private owned app they can harvest data to sell and if it goes belly up it will be the nhs fault. Taking someone elses branding to flog their own app for profit. #COVID19  #coronavirus https://t.co/eK9xTA2CtH
2020-04-06,SOLOMYST_UTP,Mitcham,LISTEN TO YOUR BOY SOLO MYST ON SPOTIFY #SPOTIFYPLAYLIST #newmusic2020 #BLMUK #soto #COVID19 #grime #hiphop #LinkInBio #utp #trapmusic #dontleavemechallenge #champions #الحرس_الملكي #liverpoolfc #Instagram https://t.co/MSL1YvFrgm
2020-04-06,RizqProject,"Paris, France","For you to learn how deceptive a #zionist can be... a snake in the grass...

Love the commentary from MLAMLA just under the crocodile tears commentary made by the zionist who shows who he really is @YosefElijah #AndrewBridges... So on point! LOL

#COVID19
#Covid_19 
#Covid19UK https://t.co/np0nny9Xai"
2020-04-06,rod_schroetter,France,"@Prostko: 'Anyone else feel that as face shields become more common as day to day covid protection, there is finally an opportunity for @Google Glass? And augmented reality in general?
#googleglass #COVID19 #ReopeningTo… https://t.co/MRyKwUhOSU, see more https://t.co/MDDvQ5UFO0"
2020-04-06,WorldCOVID19,United Kingdom,"A novel coronavirus (CoV) is a new strain of coronavirus.
The disease caused by the novel coronavirus first identified in Wuhan, China, has been named coronavirus disease 2019 (COVID-19) – ‘CO’ stands for corona, ‘VI’ for virus, and ‘D’ for disease.   #coronavirus #COVID19 https://t.co/vhxShBiYmx"
2020-04-06,foreignproducer,London,As #Brazil registers more than #55000deaths from #COVID19 one in four of the victims is in #SaoPaulo state #pandemic
2020-04-06,1spikemymusic,United Kingdom,"@karlols27617595 @B52Malmet Instead of putting all the blame on the people not responsible for #COVID19 would we not be better directing our anger at the creators of the virus? And I mean creators. Or are you too afraid of being called a racist?

@realDonaldTrump is not the person you need to be angry with"
2020-04-06,WorldCOVID19,United Kingdom,"UK.     

149 more UK deaths of people, of those tested positive for coronavirus, announced on Thursday.

UK death toll rises by 149 to 43,230.

#coronavirus disease 2019 (COVID-19) #COVID19 https://t.co/9Glr6G4e5M"
2020-04-06,vdbDennis,The Netherlands,"""We Need Better Masks"" https://t.co/hhQNgV1Aa0

It surprises me how little seems to be done by governments to get high quality N95 masks for everyone. Not just because of #covid19 but also for protection against #AirPollution. To save countless lives

@EU_Commission @UN"
2020-04-06,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 8 https://t.co/RVZYs7vZGv"
2020-04-06,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 7 https://t.co/kBNBoGmtmQ"
2020-04-06,neBhasikoro,"Exeter, UK",#Covid19 has dragged the future into the present https://t.co/k3z5e1DjUl
2020-04-06,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 6 https://t.co/nf3K8cOJcb"
2020-04-06,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 5 https://t.co/AUXO543NJE"
2020-04-06,hillbilly_aidy,"Wilmslow, England",Come on Borris what's your excuse gonna be when a second spike hits get a grip and stop thinking of money every life counts and at the moment you are making a mockery of the British people #nocontrol @BorisJohnson @piersmorgan @SkyNews @bbc5live @FrankOnTheRadio #COVID19 https://t.co/LGUN3e0dgq
2020-04-06,losingmyFOM,"South East, England",Cant help feeling hes reaping what his party have sown! #COVID19 #coronavirus https://t.co/nZu4frV2zJ
2020-04-06,OccupySchagen,Schagen The Netherlands,"#Occupy: The possibility SARS-CoV-2 is a #Human-#Manipulated #Virus that escaped from a lab has been raised by a whole series of #Scientists.

From where ?

#Lab #Escape theory of #SARS_CoV_2 (#COVID19) #Origin gaining #Scientific support:

-&gt;https://t.co/Fy7hmK2MfG via @GMWatch"
2020-04-06,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 4 https://t.co/f8EdpNp955"
2020-04-06,justgrateful,here,"@DrDenaGrayson @livedave @VP #Ohio needs to wash its hands of #Pence   
 
@CantonRepdotcom @CityBeatCincy @Enquirer @ColumbusAlive @daytondailynews @delgazette @springfieldnews @TCPaper @The_BG_News @TheLantern @FlyerNews @TheJambar #VoteBlue #COVID19"
2020-04-06,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 3 https://t.co/ljMSBeEX73"
2020-04-06,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 leads in battleground states polls.
But GET OUT VOTE 2 https://t.co/eC3V1REdrE"
2020-04-06,alexander_minh,East of England,"Ireland currently quarantines all new arrivals for 14 days

Its government is planning to ease this in July, but is not inclined to accept arrivals from Britain without quarantine, based on our current transmission rate

#Covid19 #Covid19UK #Coronavirus

https://t.co/X8DD5rkVpP https://t.co/gm3JXtH2DM"
2020-04-06,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden
 DEMS in battleground states polls.
But GET OUT VOTE https://t.co/uzYqcxB9HJ"
2020-04-06,Naolizza1,"Ile-de-France, France","#BlackLivesMattters #GeorgeFloydWasMurdered
#COVID19 #coronavirus 
#لقاء_بعبدا
#TrumpRallyFail #VoteBidenToSaveAmerica2020 #VoteByMail2020
#VOTE #macron #VoteTrumpOut #VoteOutTheGOP #VoteBlue #VoteTrumpOut2020 
@JoeBiden leads in battleground states polls.
But GET OUT VOTE 1 https://t.co/msi3wKnnbz"
2020-04-06,OccupySchagen,Schagen The Netherlands,"#Occupy: We would like to see the way #COVID19 started in the Netherlands too. From January to March 14, when Lockdown was set in motion.
Were all 89 Dutch military in the Wuhan Games, end October 2019 been tested on having been infected ? https://t.co/P74MhvoN5y"
2020-04-06,FurtherAfrica,"London, England",All #Africancountries now have #coronavirus #labtesting capacity - #WHO chief - #africa #worldhealthorganization #covid19 #CDC https://t.co/r5k9MZwoGK
2020-04-06,OccupySchagen,Schagen The Netherlands,"Thread by @nytimes: #COVID19.
By the time the #US had 15 ""known"" #Coronavirus cases, some 2,000 invisible infections were already spreading.
We tracked how.
What we found shows the #LATE #Response likely cost 10 of thousands of extra Deaths…
-&gt;https://t.co/xMEBE02D7N"
2020-04-06,WorldCOVID19,United Kingdom,"UK. BOURNEMOUTH.    Thursday.

Crowds ordered to stay away, as thousands descend on beach

A major incident was declared in Bournemouth.

Services were left completely overstretched, resulting in anti-social behaviour, gridlocked roads and excessive waste.

#coronavirus #COVID19 https://t.co/AXjP4I8Ed6"
2020-04-06,Beti_PNW,PNW,@WhiteHouse And you can all work together and catch #COVID19 then we can hire another 2500 lemmings.
2020-04-06,DrAyshaRaza,"Ealing, London",So much to investigate &amp; so little time &amp; investment to understand the beast before claiming to have found cures. #COVID19 #neuroscience https://t.co/StZalQeXNH
2020-04-06,BrexitBin,European Union ,"German newspapers on the English behaviour in Bournemouth

""Antisocial behaviour - British seaside resort overrun by tourists""
#COVID19 
https://t.co/RFFUEb9nTO"
2020-04-06,MoneypennyNic,"Cheltenham, UK","Hugely concerning new #Covid19 data coming from many states across the #USA Do NOT underestimate this virus - I am convinced it's female: deadly, manipulative, hides easily, ruthless and if it doesn't get it's way, it seeks revenge by causing as much pain as possible #DeadlyWomen https://t.co/kAtmojDUub"
2020-04-06,365Wrestle,"England, United Kingdom","ICYMI: It is being reported that the number of positive WWE COVID-19 cases is in the ""two dozen range"" or even higher.

Are WWE's poor testing procedures finally catching up?

#WWE #COVID19
https://t.co/h7hzHt68xb"
2020-04-06,EIUPerspectives,London,#Covid19 has caused businesses to rethink #businessstrategy for the next year. What actions will they take if business conditions worsen in the next 12 months? Read report&gt; https://t.co/6YRp9jsDCy (Commissioned by: @WeWork) https://t.co/AdA3SbAS4O
2020-04-06,SuperSkylord,United Kingdom ,"Going badly in #USA....
#covid19 https://t.co/ifV2Ldq1P5"
2020-04-06,MindMatters2us,"England, United Kingdom",Who helps the helpers? https://t.co/wPfP9n4VW1 #NHS #GPs #Nurses #Doctors #Covid19 #Coronavirus2020
2020-04-06,MicrobesInfect,"Paris, France","Predictive factors of mortality in patients treated with #tocilizumab for acute respiratory distress syndrome related to #COVID19

https://t.co/uYPR60mj2v #coronavirus"
2020-04-06,SuperSkylord,United Kingdom ,"Poor Mr #Biden thinks #USA has suffered 120 MILLION dead because of #Covid19.....

#CoronaVirus #Democrats https://t.co/p8UcmC7rUM"
2020-04-06,MicrobesInfect,"Paris, France","Tocilizumab in patients with severe COVID-19: a retrospective cohort study

Treatment of severe #COVID19 patients with the IL-6 blocker #tocilizumab was associated with a 39% lower risk of mechanical ventilation or death in a retrospective study

https://t.co/zFSzmMzOzW"
2020-04-06,romaynephoenix,London UK,"The number of suspected coronavirus outbreaks in schools almost doubled last week, new Public Health England figures #schools #COVID19 https://t.co/kHvC1fXd1y"
2020-04-06,RoyalOsteoPro,United Kingdom,"We have launched a one-stop-shop osteoporosis  #COVID19 hub for all our information supporting you and your services though this pandemic- and through it.
https://t.co/RvLPJyIzE8 https://t.co/btKCNKCm8U"
2020-04-06,alexander_minh,East of England,"@redkarenwho @SarahJSpencer77 @annwalsgrove FYI

EU CDC's most recent version of guidance (13 May 2020) on preventing spread of #Covid19 &amp; general use of masks in hospitals

https://t.co/0wXzzzpavS

Community transmission in UK was well established long before UK Gov mandated masks for all hospital staff

#Covid19UK https://t.co/CZgypu2e9V"
2020-04-06,RadioSilentplay,"NY,NY","$JAGX .53 #COVID19 play in a beautiful buy zone 

Volume(Below Average)
2,699,263

Daily Chart:
Bullish Wedge pattern
Line of symmetry channel

Remarks: safe solid trade https://t.co/g8qoDZVj9Y https://t.co/gEKso1Rjpw"
2020-04-06,RadioSilentplay,"NY,NY","$CHFS .48 #COVID19 in a bullish pattern

Volume 6,745,801

Daily Chart: 
Bullish Line of Symmetry Channel

Weekly Chart:
Bullish 8 into 21 MA

Remarks: this will go solid safe trade https://t.co/NInNcWuoye https://t.co/4iVhUEXfrD"
2020-04-06,WorldCOVID19,United Kingdom,"VACCINE.

Sharma: 'UK will be first to get access' to vaccines. Alok Sharma announced on Sunday, 17 May.

""The UK will be the first to get access"" to a vaccine being developed by Oxford University, in partnership with the pharma company AstraZeneca. 

#coronavirus #COVID19 https://t.co/fo2YUW0ZZy"
